model,arc_easy_acc_norm,piqa_acc_norm,hellaswag_acc_norm,wikitext_word_perplexity
dense,0.49074074074074076,0.6349292709466812,0.3366859191396136,35.78514329312408
token_identity_residual,0.4861111111111111,0.6349292709466812,0.3405696076478789,35.19618410450758
